layer,variant,distance,mean_cos
8,centered,66,0.0132157
8,centered,67,0.0118424
8,centered,68,0.0125679
8,centered,69,0.0174566
8,centered,70,0.0105581
8,centered,71,0.0328711
8,centered,72,-0.00737087
8,centered,73,-0.066974
10,raw,0,0.743027
10,raw,1,0.742407
10,raw,2,0.741938
10,raw,3,0.742089
10,raw,4,0.741996
10,raw,5,0.741964
10,raw,6,0.741438
10,raw,7,0.741162
10,raw,8,0.741449
10,raw,9,0.741217
10,raw,10,0.740798
10,raw,11,0.740913
10,raw,12,0.740945
10,raw,13,0.740906
10,raw,14,0.740803
10,raw,15,0.740596
10,raw,16,0.74038
10,raw,17,0.740165
10,raw,18,0.739965
10,raw,19,0.739669
10,raw,20,0.739406
10,raw,21,0.739018
10,raw,22,0.738749
10,raw,23,0.738521
10,raw,24,0.738175
10,raw,25,0.737883
10,raw,26,0.737689
10,raw,27,0.737178
10,raw,28,0.736556
10,raw,29,0.736366
10,raw,30,0.735817
10,raw,31,0.73536
10,raw,32,0.73491
10,raw,33,0.734616
10,raw,34,0.733959
10,raw,35,0.733256
10,raw,36,0.732995
10,raw,37,0.732253
10,raw,38,0.731347
10,raw,39,0.730898
10,raw,40,0.730203
10,raw,41,0.72952
10,raw,42,0.728952
10,raw,43,0.728501
10,raw,44,0.72783
10,raw,45,0.727261
10,raw,46,0.726807
10,raw,47,0.726102
10,raw,48,0.724819
10,raw,49,0.724012
10,raw,50,0.724206
10,raw,51,0.723064
10,raw,52,0.722256
10,raw,53,0.721675
10,raw,54,0.720906
10,raw,55,0.719773
10,raw,56,0.718623
10,raw,57,0.717919
10,raw,58,0.717181
10,raw,59,0.716383
10,raw,60,0.716633
10,raw,61,0.716035
10,raw,62,0.715922
10,raw,63,0.71743
10,raw,64,0.718006
10,raw,65,0.718164
10,raw,66,0.718593
10,raw,67,0.720014
10,raw,68,0.719626
10,raw,69,0.719501
10,raw,70,0.718821
10,raw,71,0.717804
10,raw,72,0.714114
10,raw,73,0.706971
10,centered,0,0.0863158
10,centered,1,0.084444
10,centered,2,0.0826323
10,centered,3,0.0827574
10,centered,4,0.0819025
10,centered,5,0.0812233
10,centered,6,0.080041
10,centered,7,0.0788491
10,centered,8,0.0788061
10,centered,9,0.0777664
